Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
FAMILY,4.5,1827,100000,Free,0,Everyone,Education,2690,12.0
TOOLS,5.0,5,1000,Free,0,Everyone,Tools,2701,9.1
FAMILY,2.9,2079,100000,Free,0,Everyone,Entertainment,3785,5.6
TOOLS,4.7,61445,1000000,Free,0,Everyone,Tools,2639,7.8
SPORTS,3.8,85763,1000000,Free,0,Everyone,Sports,3706,21.0
FAMILY,4.2,97,10000,Free,0,Everyone,Entertainment,2656,8.9
FAMILY,4.6,3063,100000,Free,0,Everyone,Board;Brain Games,2702,1.6
GAME,3.8,13388,500000,Free,0,Everyone,Arcade,3706,7.1
PARENTING,4.1,559,100000,Free,0,Everyone,Parenting,2706,6.4
FAMILY,4.6,51973,1000000,Free,0,Everyone,Role Playing,2632,27.0
BOOKS_AND_REFERENCE,4.8,238,10000,Free,0,Everyone,Books & Reference,2701,27.0
PERSONALIZATION,4.1,118459,10000000,Free,0,Everyone,Personalization,2911,3.3
DATING,4.2,4195,100000,Free,0,Mature 17+,Dating,2640,24.0
FAMILY,3.7,190,10000,Free,0,Everyone,Education,3130,12.0
GAME,4.1,14002,1000000,Free,0,Everyone,Arcade,2639,19.0
BOOKS_AND_REFERENCE,4.6,1065,500000,Free,0,Everyone,Books & Reference,2679,2.3
FAMILY,4.6,87,10000,Free,0,Everyone,Education,2662,5.4
SPORTS,4.6,10,100,Paid,$3.88,Everyone,Sports,4572,6.1
FINANCE,4.7,1311,50000,Free,0,Everyone,Finance,2676,9.3
FAMILY,4.0,34417,1000000,Free,0,Everyone,Educational,2628,48.0
LIFESTYLE,3.5,155,10000,Free,0,Everyone,Lifestyle,2925,12.0
PARENTING,4.6,37,10000,Free,0,Everyone,Parenting,2656,16.0
GAME,4.3,531074,10000000,Free,0,Everyone,Arcade,2837,2.5
FAMILY,4.3,855,10000,Free,0,Teen,Entertainment,3524,7.0
LIFESTYLE,3.8,1797,100000,Free,0,Everyone,Lifestyle,3306,6.8
BOOKS_AND_REFERENCE,3.4,82,10000,Free,0,Everyone,Books & Reference,2760,2.7
FINANCE,4.7,460,10000,Free,0,Everyone,Finance,2669,12.0
BUSINESS,4.1,6903,1000000,Free,0,Everyone,Business,2655,14.0
FAMILY,4.4,1185,100000,Free,0,Everyone,Educational;Education,2678,40.0
FAMILY,3.9,11,1000,Free,0,Everyone,Entertainment,2816,16.0
COMMUNICATION,3.3,960,50000,Free,0,Everyone,Communication,2947,3.8
GAME,4.7,1125017,10000000,Free,0,Everyone,Puzzle,2648,25.0
HEALTH_AND_FITNESS,4.9,28945,500000,Free,0,Teen,Health & Fitness,2709,12.0
PRODUCTIVITY,2.9,280,50000,Free,0,Everyone,Productivity,3989,10.0
MEDICAL,4.3,283,5000,Free,0,Everyone,Medical,2653,12.0
FOOD_AND_DRINK,4.3,28008,5000000,Free,0,Everyone,Food & Drink,2631,17.0
HEALTH_AND_FITNESS,4.8,220125,10000000,Free,0,Everyone,Health & Fitness,2634,11.0
TRAVEL_AND_LOCAL,4.7,57,1000,Free,0,Everyone,Travel & Local,2777,7.0
FINANCE,4.3,7215,1000000,Free,0,Everyone,Finance,2642,18.0
PHOTOGRAPHY,4.2,140917,10000000,Free,0,Everyone,Photography,2684,5.7
FAMILY,4.7,15,100,Paid,$1.99,Everyone,Entertainment,2740,3.9
ART_AND_DESIGN,4.7,158,10000,Free,0,Everyone,Art & Design,2878,11.0
BUSINESS,5.0,3,100,Free,0,Everyone,Business,2709,4.7
FAMILY,4.5,11,100,Free,0,Everyone,Entertainment,3642,7.2
GAME,4.2,1343106,10000000,Free,0,Teen,Action,2633,56.0
GAME,4.4,39698,5000000,Free,0,Everyone,Arcade,3241,51.0
NEWS_AND_MAGAZINES,3.9,63640,10000000,Free,0,Everyone 10+,News & Magazines,2633,23.0
VIDEO_PLAYERS,4.2,61,10000,Free,0,Everyone,Video Players & Editors,2635,6.1
FAMILY,4.1,290,10000,Free,0,Teen,Role Playing,2703,73.0
FAMILY,4.0,250257,5000000,Free,0,Everyone,Simulation,3256,50.0
AUTO_AND_VEHICLES,3.9,129,100000,Free,0,Everyone,Auto & Vehicles,2639,35.0
COMICS,4.5,314,100000,Free,0,Everyone,Comics,2703,6.1
LIBRARIES_AND_DEMO,4.7,48,1000,Free,0,Everyone,Libraries & Demo,2701,6.9
GAME,4.2,51791,1000000,Free,0,Everyone,Racing,2689,57.0
FINANCE,4.6,49275,500000,Free,0,Everyone,Finance,2648,91.0
NEWS_AND_MAGAZINES,2.6,13,1000,Free,0,Everyone,News & Magazines,3271,4.3
GAME,3.5,23,1000,Paid,$0.99,Everyone,Board,2850,37.0
PERSONALIZATION,4.1,62209,10000000,Free,0,Everyone,Personalization,2664,7.4
HEALTH_AND_FITNESS,4.5,126017,5000000,Free,0,Everyone,Health & Fitness,2660,4.3
GAME,4.2,145353,10000000,Free,0,Teen,Arcade,2641,85.0
GAME,4.6,759838,10000000,Free,0,Everyone,Arcade,2855,63.0
SOCIAL,4.2,226,10000,Free,0,Everyone 10+,Social,2815,15.0
TOOLS,4.3,32111,1000000,Free,0,Everyone,Tools,2631,5.3
ART_AND_DESIGN,4.4,13880,1000000,Free,0,Everyone,Art & Design,2911,28.0
FAMILY,4.5,355613,10000000,Free,0,Teen,Role Playing,2632,59.0
BUSINESS,3.2,54,1000,Free,0,Everyone,Business,3517,7.7
FOOD_AND_DRINK,4.5,9066,500000,Free,0,Everyone,Food & Drink,2731,15.0
MAPS_AND_NAVIGATION,3.4,59,10000,Free,0,Everyone,Maps & Navigation,3916,1.3
FAMILY,4.5,64,5000,Free,0,Everyone,Simulation,2638,32.0
FAMILY,4.4,17753,1000000,Free,0,Everyone,Casual;Brain Games,2701,16.0
FAMILY,4.4,74744,1000000,Free,0,Everyone,Strategy,2639,60.0
FAMILY,3.4,267,10000,Free,0,Everyone,Entertainment,3144,1.5
FAMILY,4.2,123322,10000000,Free,0,Everyone 10+,Entertainment;Music & Video,2822,25.0
TOOLS,4.9,19,500,Free,0,Everyone,Tools,2680,3.3
TOOLS,4.1,633,100000,Free,0,Everyone,Tools,3282,3.8
FAMILY,5.0,2,100,Free,0,Everyone,Entertainment,2913,3.9
GAME,4.2,2183,500000,Free,0,Everyone,Racing,2655,46.0
PERSONALIZATION,4.7,202474,10000000,Free,0,Teen,Personalization,2990,3.0
EDUCATION,4.5,14206,500000,Free,0,Everyone,Education,2639,21.0
PHOTOGRAPHY,4.4,1494491,50000000,Free,0,Everyone,Photography,3131,21.0
HOUSE_AND_HOME,4.5,8481,1000000,Free,0,Everyone,House & Home,2631,7.5
SPORTS,4.3,34062,1000000,Free,0,Everyone,Sports,2753,85.0
FAMILY,4.3,1503544,50000000,Free,0,Teen,Strategy,3988,40.0
GAME,4.6,2464,50000,Free,0,Everyone,Trivia,2802,34.0
MEDICAL,3.8,700,100000,Free,0,Everyone,Medical,2674,37.0
GAME,4.3,8649,1000000,Free,0,Teen,Action,2639,39.0
FAMILY,4.3,392596,10000000,Free,0,Everyone,Role Playing;Action & Adventure,3373,53.0
MEDICAL,4.4,65,10000,Free,0,Everyone,Medical,2751,37.0
TRAVEL_AND_LOCAL,2.5,12,1000,Free,0,Everyone,Travel & Local,2904,12.0
FAMILY,4.5,221691,5000000,Free,0,Teen,Puzzle,2628,94.0
MEDICAL,4.5,513,5000,Free,0,Everyone,Medical,2654,12.0
BOOKS_AND_REFERENCE,4.9,659,10000,Free,0,Everyone,Books & Reference,2971,5.0
SOCIAL,3.8,32,10000,Free,0,Teen,Social,3226,1.6
LIBRARIES_AND_DEMO,4.6,3014,100000,Free,0,Everyone,Libraries & Demo,2668,21.0
SPORTS,4.3,242096,10000000,Free,0,Everyone,Sports,2632,87.0
AUTO_AND_VEHICLES,3.2,46,1000,Free,0,Everyone,Auto & Vehicles,2669,6.6
FAMILY,5.0,7,100,Free,0,Everyone,Education,2990,22.0
EDUCATION,4.0,275,50000,Free,0,Everyone,Education,4336,2.3
FAMILY,4.2,222664,10000000,Free,0,Everyone,Puzzle,2633,98.0
MEDICAL,3.8,4,1000,Free,0,Everyone,Medical,3424,2.9
PHOTOGRAPHY,4.5,285788,10000000,Free,0,Everyone,Photography,2873,46.0
LIFESTYLE,4.5,16426,500000,Free,0,Everyone,Lifestyle,3154,1.6
FAMILY,3.8,125,10000,Free,0,Everyone,Casual,3159,17.0
BOOKS_AND_REFERENCE,3.3,52,5000,Free,0,Teen,Books & Reference,2994,3.6
FAMILY,4.5,11,500,Free,0,Everyone,Entertainment,2984,2.9
GAME,4.3,192374,10000000,Free,0,Everyone,Racing,2837,56.0
MEDICAL,2.6,5,100,Free,0,Everyone,Medical,3086,27.0
FAMILY,3.9,623,100000,Free,0,Everyone,Education,2761,8.5
COMMUNICATION,2.3,223,5000,Paid,$1.49,Everyone,Communication,4100,1.0
FAMILY,4.2,116,10000,Free,0,Everyone,Education,2957,4.1
BEAUTY,4.1,66,10000,Free,0,Everyone,Beauty,2751,2.9
FAMILY,2.9,53,10000,Free,0,Everyone,Puzzle,2770,82.0
HEALTH_AND_FITNESS,4.8,793,10000,Free,0,Everyone,Health & Fitness,3318,40.0
FAMILY,4.1,19388,1000000,Free,0,Everyone,Entertainment;Music & Video,2723,35.0
FAMILY,2.9,1073,100000,Free,0,Everyone,Entertainment,3336,2.8
PERSONALIZATION,4.4,55525,10000000,Free,0,Everyone,Personalization,2789,22.0
FINANCE,4.6,69973,1000000,Free,0,Everyone,Finance,2642,3.8
PERSONALIZATION,3.7,3,100,Free,0,Teen,Personalization,3302,15.0
GAME,4.5,2308916,10000000,Free,0,Teen,Action,2633,87.0
LIFESTYLE,5.0,7,1000,Free,0,Everyone,Lifestyle,2686,3.4
FAMILY,4.6,45771,1000000,Free,0,Mature 17+,Entertainment,2687,28.0
FAMILY,4.5,5481,500000,Free,0,Everyone,Entertainment,2658,69.0
TOOLS,5.0,6,50,Free,0,Everyone,Tools,2690,4.5
LIFESTYLE,3.6,581,100000,Free,0,Everyone,Lifestyle,2783,26.0
FAMILY,4.7,185,1000,Paid,$4.99,Everyone,Board;Brain Games,2725,72.0
COMMUNICATION,4.0,1926,1000000,Free,0,Everyone,Communication,3592,0.69921875
MEDICAL,4.5,18,10000,Free,0,Everyone,Medical,2771,13.0
FAMILY,4.4,1275373,10000000,Free,0,Teen,Role Playing,2662,91.0
SHOPPING,4.1,367290,10000000,Free,0,Everyone,Shopping,2645,11.0
BUSINESS,4.1,5448,500000,Free,0,Everyone,Business,2640,12.0
SPORTS,4.2,43191,5000000,Free,0,Everyone,Sports,2836,14.0
AUTO_AND_VEHICLES,4.2,12,500,Free,0,Everyone,Auto & Vehicles,2796,88.0
FINANCE,4.9,8,500,Free,0,Everyone,Finance,2806,3.1
BUSINESS,4.5,3972,100000,Free,0,Teen,Business,2670,5.6
AUTO_AND_VEHICLES,4.0,190,50000,Free,0,Everyone,Auto & Vehicles,3289,2.5
PERSONALIZATION,3.6,5525,500000,Free,0,Everyone,Personalization,3419,2.6
COMMUNICATION,4.2,30350,1000000,Free,0,Everyone,Communication,2830,3.7
FAMILY,4.0,105,10000,Free,0,Everyone,Simulation,3242,7.5
LIFESTYLE,4.3,87,10000,Free,0,Everyone,Lifestyle,2771,3.9
SOCIAL,4.2,93,10000,Free,0,Teen,Social,2878,5.6
MEDICAL,3.4,77,5000,Paid,$2.99,Everyone,Medical,3103,9.9
FAMILY,4.6,1481,50000,Free,0,Teen,Entertainment,2756,3.1
SHOPPING,4.5,30834,1000000,Free,0,Everyone,Shopping,2648,13.0
FAMILY,4.2,51838,5000000,Free,0,Everyone,Casual;Creativity,2886,15.0
GAME,3.4,107778,10000000,Free,0,Everyone,Arcade,3534,8.8
COMMUNICATION,3.4,5,100,Free,0,Teen,Communication,3459,2.4
AUTO_AND_VEHICLES,4.0,2155,500000,Free,0,Everyone,Auto & Vehicles,2635,15.0
PRODUCTIVITY,4.1,22,5000,Free,0,Everyone,Productivity,3509,0.5322265625
GAME,4.4,438911,10000000,Free,0,Teen,Action,2667,99.0
FAMILY,3.9,519,100000,Free,0,Everyone,Simulation,2627,76.0
FAMILY,3.0,1691,500000,Free,0,Everyone,Strategy,3417,5.8
PHOTOGRAPHY,3.5,13,1000,Free,0,Everyone,Photography,2817,7.9
SPORTS,4.7,25172,500000,Free,0,Everyone,Sports,2703,30.0
DATING,4.2,7779,500000,Free,0,Mature 17+,Dating,2631,12.0
FAMILY,4.7,6073,100000,Free,0,Mature 17+,Simulation,2790,8.5
GAME,4.0,69115,10000000,Free,0,Everyone,Arcade,2682,2.4
TOOLS,4.5,46,1000,Free,0,Everyone,Tools,2708,24.0
HEALTH_AND_FITNESS,4.5,8642,100000,Free,0,Everyone,Health & Fitness,2632,18.0
LIFESTYLE,4.0,6676,1000000,Free,0,Everyone,Lifestyle,2794,6.2
TRAVEL_AND_LOCAL,4.1,2419,1000000,Free,0,Everyone,Travel & Local,2697,13.0
FAMILY,4.6,361734,5000000,Free,0,Everyone,Casual;Pretend Play,2632,58.0
ENTERTAINMENT,4.2,613059,50000000,Free,0,Everyone,Entertainment,2639,25.0
BOOKS_AND_REFERENCE,4.1,364452,10000000,Free,0,Everyone,Books & Reference,2654,7.1
SPORTS,4.6,990,100000,Free,0,Everyone,Sports,2647,9.4
LIFESTYLE,4.0,42,5000,Free,0,Everyone,Lifestyle,2659,26.0
BUSINESS,4.3,1002859,100000000,Free,0,Everyone,Business,2632,35.0
FAMILY,4.4,12639,500000,Free,0,Teen,Entertainment,2921,96.0
LIBRARIES_AND_DEMO,4.2,130272,10000000,Free,0,Everyone,Libraries & Demo,3503,50.0
GAME,5.0,2,1,Paid,$1.49,Everyone,Arcade,3172,20.0
FINANCE,4.0,12073,1000000,Free,0,Everyone,Finance,2701,42.0
SHOPPING,4.0,4602,500000,Free,0,Everyone,Shopping,2855,6.2
FAMILY,4.3,143087,1000000,Free,0,Everyone 10+,Role Playing,2653,69.0
LIFESTYLE,3.4,377,100000,Free,0,Everyone,Lifestyle,3131,6.1
FAMILY,4.0,15489,1000000,Free,0,Everyone,Casual;Pretend Play,2927,60.0
FAMILY,4.8,1304467,10000000,Free,0,Everyone,Strategy,2638,68.0
TRAVEL_AND_LOCAL,3.4,2277,1000000,Free,0,Everyone,Travel & Local,2719,27.0
BOOKS_AND_REFERENCE,4.1,10,5000,Free,0,Everyone,Books & Reference,2643,5.7
PHOTOGRAPHY,4.4,972574,100000000,Free,0,Everyone,Photography,2631,45.0
FAMILY,5.0,12,100,Paid,$1.99,Everyone,Education,3188,2.4
MAPS_AND_NAVIGATION,4.1,2909,100000,Free,0,Everyone,Maps & Navigation,2669,5.2
FAMILY,5.0,1,10,Paid,$1.49,Everyone,Education,2708,3.7
FAMILY,2.8,5,50,Paid,$0.99,Everyone,Role Playing,3911,0.6142578125
WEATHER,3.8,15966,1000000,Free,0,Everyone,Weather,3013,9.2
EDUCATION,4.2,3692,100000,Free,0,Everyone,Education,3738,4.4
PERSONALIZATION,4.4,8,100,Paid,$1.49,Everyone,Personalization,2750,6.2
MAPS_AND_NAVIGATION,2.8,440,10000,Paid,$0.99,Everyone,Maps & Navigation,2716,23.0
BUSINESS,4.5,207372,5000000,Free,0,Everyone,Business,2632,11.0
TOOLS,4.1,12,100,Free,0,Everyone,Tools,2764,8.7
PERSONALIZATION,4.2,1531,10000,Paid,$2.99,Everyone,Personalization,2872,7.7
BEAUTY,4.6,184,10000,Free,0,Everyone,Beauty,2663,21.0
FAMILY,4.1,138050,10000000,Free,0,Everyone,Entertainment;Music & Video,2737,5.7
FAMILY,4.2,146,5000,Paid,$5.99,Teen,Puzzle,3235,20.0
FAMILY,3.5,9335,1000000,Free,0,Everyone,Entertainment,2881,12.0
FAMILY,4.3,1329008,50000000,Free,0,Everyone,Racing;Action & Adventure,2934,97.0
LIFESTYLE,4.2,220,50000,Free,0,Everyone,Lifestyle,2639,15.0
SPORTS,4.6,666246,10000000,Free,0,Everyone,Sports,2636,25.0
HEALTH_AND_FITNESS,2.2,4,1000,Free,0,Everyone,Health & Fitness,2814,28.0
EVENTS,4.2,811,10000,Free,0,Everyone,Events,2697,2.8
GAME,4.2,307398,10000000,Free,0,Everyone,Arcade,2877,9.9
GAME,4.6,337752,5000000,Free,0,Teen,Action,2631,48.0
HEALTH_AND_FITNESS,4.9,272172,10000000,Free,0,Everyone,Health & Fitness,2674,13.0
HEALTH_AND_FITNESS,2.4,221,10000,Free,0,Everyone,Health & Fitness,2801,43.0
TRAVEL_AND_LOCAL,4.2,5112,1000000,Free,0,Everyone,Travel & Local,2638,62.0
MEDICAL,4.5,1388,100000,Free,0,Everyone,Medical,2662,3.3
LIFESTYLE,4.0,22,5000,Free,0,Everyone,Lifestyle,2808,19.0
NEWS_AND_MAGAZINES,3.9,4581,100000,Free,0,Everyone,News & Magazines,2842,21.0
VIDEO_PLAYERS,4.3,1215,100000,Free,0,Everyone 10+,Video Players & Editors,2645,23.0
GAME,4.2,951,100000,Free,0,Teen,Action,2701,64.0
FINANCE,4.1,54,5000,Free,0,Everyone,Finance,2767,5.8
FAMILY,3.8,70903,1000000,Free,0,Everyone 10+,Role Playing,3276,47.0
TOOLS,3.9,33,5000,Free,0,Everyone,Tools,3451,0.4619140625
FAMILY,4.2,7000,1000000,Free,0,Teen,Entertainment,2632,26.0
TOOLS,4.4,113951,10000000,Free,0,Everyone,Tools,3837,0.5380859375
BUSINESS,5.0,6,500,Free,0,Everyone,Business,3034,74.0
FAMILY,4.3,367,100000,Free,0,Everyone,Entertainment,2709,5.1
COMICS,3.9,4496,100000,Free,0,Everyone,Comics,2909,0.5947265625
FAMILY,4.5,45458,1000000,Free,0,Mature 17+,Entertainment,2631,35.0
FAMILY,3.6,1042,100000,Free,0,Everyone,Role Playing;Pretend Play,2995,48.0
FINANCE,4.4,96,10000,Free,0,Everyone,Finance,2629,7.2
DATING,3.8,24,1000,Free,0,Mature 17+,Dating,2632,19.0
HEALTH_AND_FITNESS,4.0,49479,1000000,Free,0,Teen,Health & Fitness,2655,57.0
FAMILY,4.4,344383,10000000,Free,0,Everyone,Casual,2767,30.0
LIBRARIES_AND_DEMO,4.4,34,1000,Free,0,Everyone,Libraries & Demo,3175,0.4072265625
MEDICAL,3.5,214,1000,Paid,$33.99,Everyone,Medical,2936,68.0
PARENTING,4.2,2715,500000,Free,0,Everyone,Parenting;Music & Video,2641,24.0
GAME,4.1,1468,10000,Paid,$4.99,Teen,Adventure,2655,4.9
FINANCE,4.3,323,10000,Free,0,Everyone,Finance,2960,17.0
TOOLS,4.6,1420,100000,Free,0,Everyone,Tools,3629,1.6
TOOLS,4.0,9,500,Free,0,Everyone,Tools,2709,4.7
HEALTH_AND_FITNESS,3.4,5,1000,Free,0,Everyone,Health & Fitness,2823,59.0
VIDEO_PLAYERS,3.9,3484,10000000,Free,0,Everyone,Video Players & Editors,3605,3.0
SOCIAL,3.7,55,5000,Free,0,Teen,Social,2784,3.7
TOOLS,4.3,19234,500000,Free,0,Everyone,Tools,3157,14.0
FAMILY,4.6,124,10000,Free,0,Everyone,Education,2739,23.0
FAMILY,4.9,37,100,Free,0,Everyone,Education,2637,10.0
FINANCE,4.6,87951,5000000,Free,0,Everyone,Finance,2642,68.0
MEDICAL,4.5,453,100000,Free,0,Everyone,Medical,3023,11.0
FAMILY,4.2,450,100000,Free,0,Everyone,Entertainment,2636,5.9
TRAVEL_AND_LOCAL,4.2,25740,1000000,Free,0,Everyone,Travel & Local,2641,51.0
FINANCE,4.4,58,10000,Free,0,Everyone,Finance,2720,3.7
ENTERTAINMENT,4.4,17682,1000000,Free,0,Everyone,Entertainment,2631,9.7
FAMILY,4.6,281,5000,Free,0,Everyone,Puzzle,2741,26.0
FAMILY,3.8,25,1000,Free,0,Everyone,Entertainment,3355,9.5
FAMILY,4.1,3433,50000,Free,0,Everyone 10+,Casual,3503,23.0
FAMILY,4.0,2936,500000,Free,0,Everyone,Simulation,2912,45.0
FAMILY,4.5,199,10000,Free,0,Everyone,Education,4418,0.259765625
SHOPPING,3.6,18252,10000000,Free,0,Everyone,Shopping,2628,10.0
PRODUCTIVITY,3.6,49,5000,Free,0,Everyone 10+,Productivity,3732,2.3
GAME,4.1,29062,1000000,Free,0,Everyone,Casino,2953,63.0
FAMILY,3.9,70,10000,Free,0,Teen,Educational,2696,61.0
PHOTOGRAPHY,4.2,348,10000,Free,0,Everyone,Photography,4206,1.5
BUSINESS,3.5,15,1000,Free,0,Everyone,Business,3648,8.0
HEALTH_AND_FITNESS,4.2,270294,5000000,Free,0,Everyone,Health & Fitness,2634,58.0
WEATHER,4.2,8723,500000,Free,0,Everyone,Weather,4068,4.6
PRODUCTIVITY,4.5,155998,10000000,Free,0,Everyone,Productivity,2629,12.0
DATING,3.9,852,100000,Free,0,Mature 17+,Dating,2635,27.0
COMMUNICATION,4.6,94,1000,Paid,$2.49,Everyone,Communication,3897,1.1
FINANCE,4.5,8188,100000,Free,0,Everyone,Finance,2634,22.0
LIFESTYLE,3.0,543,50000,Free,0,Everyone,Lifestyle,2663,94.0
VIDEO_PLAYERS,2.8,71,10000,Free,0,Everyone,Video Players & Editors,2647,10.0
GAME,4.7,48615,10000000,Free,0,Everyone,Simulation;Action & Adventure,2704,24.0
FAMILY,4.2,6784,500000,Free,0,Everyone,Entertainment,2969,13.0
GAME,4.2,249308,10000000,Free,0,Everyone,Arcade,2961,55.0
SPORTS,4.0,176487,5000000,Free,0,Everyone,Sports,2886,10.0
HEALTH_AND_FITNESS,4.3,4848,1000000,Free,0,Everyone,Health & Fitness,2647,13.0
MEDICAL,2.0,1,50,Free,0,Everyone,Medical,3033,29.0
COMMUNICATION,4.3,192948,10000000,Free,0,Everyone,Communication,2676,6.6
TOOLS,3.9,146,10000,Free,0,Everyone,Tools,3111,0.765625
FAMILY,5.0,6,100,Free,0,Teen,Education,2669,8.1
LIFESTYLE,4.2,23164,1000000,Free,0,Mature 17+,Lifestyle,2641,10.0
PHOTOGRAPHY,4.3,194,10000,Free,0,Everyone,Photography,2800,1.5
TRAVEL_AND_LOCAL,4.7,9971,500000,Free,0,Teen,Travel & Local,2628,22.0
FAMILY,5.0,22,100,Free,0,Mature 17+,Entertainment,2905,2.2
HOUSE_AND_HOME,4.0,4450,1000000,Free,0,Everyone,House & Home,3866,7.6
FAMILY,4.2,123309,10000000,Free,0,Everyone 10+,Entertainment;Music & Video,2822,25.0
FAMILY,4.1,488039,10000000,Free,0,Teen,Strategy,2892,58.0
FAMILY,4.0,26202,1000000,Free,0,Teen,Role Playing,2721,41.0
GAME,4.5,446434,10000000,Free,0,Everyone,Card,2633,52.0
PRODUCTIVITY,4.4,574719,10000000,Free,0,Everyone,Productivity,2649,20.0
FAMILY,4.5,1333338,10000000,Free,0,Everyone,Casual,2703,8.7
GAME,4.6,337913,5000000,Free,0,Teen,Action,2631,48.0
GAME,4.0,263907,10000000,Free,0,Everyone 10+,Action,3271,62.0
TOOLS,4.1,843,100000,Free,0,Everyone,Tools,3521,3.6
FAMILY,4.5,4443407,100000000,Free,0,Everyone 10+,Adventure;Action & Adventure,2634,67.0
BEAUTY,4.5,36,10000,Free,0,Everyone,Beauty,2639,6.7
PRODUCTIVITY,3.7,10490,1000000,Free,0,Everyone,Productivity,2641,5.8
PRODUCTIVITY,2.6,91,5000,Free,0,Everyone,Productivity,2649,2.8
FAMILY,4.2,1901,100000,Free,0,Mature 17+,Simulation,3388,8.2
GAME,4.2,1485806,100000000,Free,0,Everyone,Action,2747,33.0
HOUSE_AND_HOME,4.1,81,50000,Free,0,Everyone,House & Home,2799,16.0
COMMUNICATION,3.7,98,10000,Free,0,Everyone,Communication,2654,9.7
FAMILY,4.6,94989,5000000,Free,0,Teen,Simulation,2734,74.0
TOOLS,4.0,5,100,Paid,$0.99,Everyone,Tools,3584,1.4
COMMUNICATION,4.4,7,500,Free,0,Everyone,Communication,3661,5.3
FOOD_AND_DRINK,4.4,1962,100000,Free,0,Everyone,Food & Drink,2668,22.0
GAME,4.4,98123,10000000,Free,0,Teen,Arcade,2701,40.0
FAMILY,4.5,12,1000,Free,0,Everyone,Education,2701,4.0
NEWS_AND_MAGAZINES,3.2,77,5000,Free,0,Everyone,News & Magazines,2775,11.0
PERSONALIZATION,4.5,75,10000,Free,0,Mature 17+,Personalization,3430,2.6
HEALTH_AND_FITNESS,4.5,9116,500000,Free,0,Everyone,Health & Fitness,2635,4.0
NEWS_AND_MAGAZINES,3.5,6066,1000000,Free,0,Everyone,News & Magazines,2740,56.0
GAME,3.8,489,10000,Free,0,Everyone 10+,Arcade,3866,36.0
AUTO_AND_VEHICLES,3.9,22,1000,Free,0,Everyone,Auto & Vehicles,2815,97.0
HEALTH_AND_FITNESS,4.2,112384,5000000,Free,0,Everyone,Health & Fitness,2792,5.0
PHOTOGRAPHY,4.1,5485,1000000,Free,0,Everyone,Photography,3458,13.0
TOOLS,3.7,274,50000,Free,0,Everyone,Tools,2635,26.0
SPORTS,4.5,180938,10000000,Free,0,Everyone,Sports,2641,29.0
NEWS_AND_MAGAZINES,4.3,978,100000,Free,0,Everyone,News & Magazines,2714,2.9
WEATHER,4.0,1185,100000,Free,0,Everyone,Weather,2677,5.0
FAMILY,3.7,7203,1000000,Free,0,Everyone,Simulation,3566,32.0
FAMILY,2.8,4,500,Free,0,Everyone,Education,2640,4.2
GAME,4.1,496,100000,Free,0,Teen,Card,3180,39.0
BUSINESS,2.5,31,10000,Free,0,Everyone,Business,2752,54.0
TOOLS,4.5,295430,10000000,Free,0,Everyone,Tools,2739,1.4
MEDICAL,5.0,6,1000,Free,0,Everyone,Medical,2777,17.0
GAME,4.7,62561,1000000,Free,0,Everyone,Board,2634,53.0
BEAUTY,4.1,9315,1000000,Free,0,Everyone,Beauty,2886,2.6
FAMILY,4.3,36,5000,Free,0,Everyone,Education,2969,1.1
DATING,4.6,13049,500000,Free,0,Mature 17+,Dating,2634,13.0
TOOLS,4.3,56848,1000000,Free,0,Everyone,Tools,2708,9.6
COMICS,3.5,115,10000,Free,0,Mature 17+,Comics,2652,9.1
SHOPPING,4.2,857923,50000000,Free,0,Everyone,Shopping,2634,18.0
FAMILY,4.3,2263,100000,Free,0,Everyone,Puzzle;Action & Adventure,2947,55.0
MAPS_AND_NAVIGATION,3.9,22,1000,Free,0,Everyone,Maps & Navigation,2661,3.2
PRODUCTIVITY,1.8,12,1000,Free,0,Everyone,Productivity,2631,14.0
FAMILY,4.3,28735,1000000,Free,0,Everyone,Casual,2633,91.0
FAMILY,4.1,9019,1000000,Free,0,Everyone,Casual;Education,2759,44.0
TOOLS,4.2,5463,1000000,Free,0,Everyone,Tools,2974,6.0
FAMILY,4.5,2200,1000000,Free,0,Everyone,Racing;Pretend Play,2642,73.0
VIDEO_PLAYERS,4.8,332623,10000000,Free,0,Everyone,Video Players & Editors,2638,4.6
FAMILY,4.5,46369,10000000,Free,0,Everyone,Educational;Brain Games,2652,33.0
HOUSE_AND_HOME,4.4,11200,1000000,Free,0,Everyone,House & Home,2649,25.0
FAMILY,4.3,817,100000,Free,0,Everyone,Educational,2701,28.0
TOOLS,4.0,182,10000,Free,0,Everyone,Tools,2985,1.7
FAMILY,4.3,556659,10000000,Free,0,Everyone,Entertainment,2675,46.0
GAME,4.3,264755,10000000,Free,0,Teen,Action,2648,91.0
FAMILY,4.2,214,5000,Paid,$4.99,Everyone,Board;Brain Games,2864,67.0
GAME,4.5,24210,500000,Free,0,Teen,Action,3625,45.0
SPORTS,4.4,232423,5000000,Free,0,Everyone,Sports,2684,35.0
MEDICAL,2.8,78,50000,Free,0,Everyone,Medical,2668,72.0
TOOLS,5.0,36,100,Free,0,Teen,Tools,2997,3.2
